3788,VOO,7/9/2014,180.360001,180.880005,180,180.720001,930300
3789,VOO,7/10/2014,179.009995,180.470001,178.839996,180.029999,614600
3790,VOO,7/11/2014,179.940002,180.360001,179.509995,180.270004,520400
3791,VOO,7/14/2014,181.199997,181.410004,181.020004,181.160004,493100
3792,VOO,7/15/2014,181.25,181.630005,180.059998,180.850006,1207000
3793,VOO,7/16/2014,181.649994,181.759995,181.009995,181.539993,539400
3794,VOO,7/17/2014,180.960007,181.619995,179.190002,179.410004,1103900
3795,VOO,7/18/2014,180.020004,181.440002,179.940002,181.300003,571500
3796,VOO,7/21/2014,180.710007,181.080002,180.130005,180.910004,866000
3797,VOO,7/22/2014,181.580002,182.039993,181.419998,181.720001,1509500
3798,VOO,7/23/2014,182,182.320007,181.639999,182.149994,750900
3799,VOO,7/24/2014,182.360001,182.5,181.970001,182.149994,535800
3800,VOO,7/25/2014,181.649994,181.770004,180.940002,181.279999,635700
3801,VOO,7/28/2014,181.350006,181.600006,180.279999,181.360001,485700
3802,VOO,7/29/2014,181.699997,181.889999,180.570007,180.589996,639000
3803,VOO,7/30/2014,181.220001,181.440002,179.860001,180.589996,1128500
3804,VOO,7/31/2014,179.350006,179.5,176.960007,176.960007,2430500
3805,VOO,8/1/2014,176.520004,177.619995,175.649994,176.529999,3398000
3806,VOO,8/4/2014,176.809998,178.110001,176.070007,177.770004,2212000
3807,VOO,8/5/2014,177.039993,177.479996,175.399994,175.970001,1251300
3808,VOO,8/6/2014,175.199997,176.820007,175.179993,176.080002,1185800
3809,VOO,8/7/2014,176.899994,177.039993,174.699997,175.130005,1527100
3810,VOO,8/8/2014,175.490005,177.270004,175.100006,177.160004,1209900
3811,VOO,8/11/2014,177.869995,178.470001,177.610001,177.660004,1191200
3812,VOO,8/12/2014,177.470001,177.990005,176.899994,177.449997,513900
3813,VOO,8/13/2014,178.149994,178.830002,177.869995,178.699997,781600
3814,VOO,8/14/2014,178.919998,179.479996,178.770004,179.479996,842000
3815,VOO,8/15/2014,180.149994,180.300003,178.179993,179.429993,1694300
3816,VOO,8/18/2014,180.460007,181.029999,180.339996,180.919998,1039100
3817,VOO,8/19/2014,181.399994,182.029999,181.229996,181.880005,583000
3818,VOO,8/20/2014,181.660004,182.610001,181.649994,182.380005,1507800
3819,VOO,8/21/2014,182.580002,183.169998,182.419998,182.899994,756600
3820,VOO,8/22/2014,182.800003,183.089996,182.240005,182.610001,656500
3821,VOO,8/25/2014,183.539993,183.860001,183.270004,183.559998,1097200
3822,VOO,8/26/2014,183.720001,184.169998,183.649994,183.710007,749500
3823,VOO,8/27/2014,183.809998,183.899994,183.339996,183.679993,602600
3824,VOO,8/28/2014,183.020004,183.619995,182.850006,183.539993,447700
3825,VOO,8/29/2014,183.830002,184.059998,183.229996,183.990005,617200
3826,VOO,,183.830002,184.059998,183.229996,183.990005,617200
3827,VOO,9/2/2014,184.300003,184.300003,183.270004,183.940002,553800
3828,VOO,9/3/2014,184.649994,184.679993,183.589996,183.860001,627600
3829,VOO,9/4/2014,184.119995,184.820007,183.100006,183.559998,536700
3830,VOO,9/5/2014,183.529999,184.470001,182.880005,184.440002,502300
3831,VOO,9/8/2014,184.240005,184.460007,183.399994,183.970001,635900
3832,VOO,9/9/2014,183.789993,183.880005,182.410004,182.779999,515300
3833,VOO,9/10/2014,182.889999,183.550003,182.270004,183.5,849800
3834,VOO,9/11/2014,182.75,183.699997,182.610001,183.669998,525700
3835,VOO,9/12/2014,183.490005,183.509995,182.080002,182.580002,724000
3836,VOO,9/15/2014,182.639999,182.740005,181.889999,182.460007,1021700
3837,VOO,9/16/2014,182.110001,184.119995,182,183.820007,565100
3838,VOO,9/17/2014,184.110001,184.919998,183.199997,184.080002,975000
3839,VOO,9/18/2014,184.649994,185.059998,184.429993,185.039993,740000
3840,VOO,9/19/2014,185.639999,185.839996,184.580002,184.860001,964000
3841,VOO,9/22/2014,183.699997,183.740005,182.229996,182.559998,836700
3842,VOO,9/23/2014,181.949997,182.699997,181.509995,181.529999,752200
3843,VOO,9/24/2014,181.619995,183.070007,181.119995,182.990005,968500
3844,VOO,9/25/2014,182.5,182.520004,179.990005,180.050003,1603000
3845,VOO,9/26/2014,180.360001,181.880005,180.130005,181.5,916900
3846,VOO,9/29/2014,179.929993,181.449997,179.770004,181.139999,1482800
3847,VOO,9/30/2014,181.300003,181.809998,180.289993,180.589996,767700
3848,VOO,10/1/2014,180.339996,180.419998,177.809998,178.220001,2380200
3849,VOO,10/2/2014,178.050003,178.830002,176.399994,178.210007,1263800
3850,VOO,10/3/2014,179.479996,180.550003,178.880005,180.199997,1217400
3851,VOO,10/6/2014,180.940002,181.179993,179.360001,179.979996,1307000
3852,VOO,10/7/2014,179.050003,179.449997,177.199997,177.220001,930600
3853,VOO,10/8/2014,177.330002,180.539993,176.380005,180.320007,1897500
3854,VOO,10/9/2014,180,180.220001,176.600006,176.679993,1428600
3855,VOO,10/10/2014,176.649994,177.550003,174.660004,174.699997,2469900
3856,VOO,10/13/2014,174.630005,175.25,171.729996,171.830002,2109200
3857,VOO,10/14/2014,172.729996,174.020004,171.5,172.110001,2431300
3858,VOO,10/15/2014,169.800003,171.300003,166.850006,170.830002,5460300
3859,VOO,10/16/2014,167.820007,171.949997,167.679993,170.720001,4452600
3860,VOO,10/17/2014,172.729996,173.979996,172.039993,172.830002,2259400
3861,VOO,10/20/2014,172.529999,174.600006,172.449997,174.529999,1379400
3862,VOO,10/21/2014,175.779999,178.039993,175.589996,177.919998,2884200
3863,VOO,10/22/2014,178.289993,178.720001,176.610001,176.710007,2374200
3864,VOO,10/23/2014,178.449997,179.850006,178.169998,178.740005,1812400
3865,VOO,10/24/2014,179.029999,180.169998,178.360001,180.080002,1152600
3866,VOO,10/27/2014,179.509995,180.130005,178.869995,179.850006,1476000
3867,VOO,10/28/2014,180.490005,181.940002,180.399994,181.919998,1330000
3868,VOO,10/29/2014,182.029999,182.580002,180.470001,181.710007,1600700
3869,VOO,10/30/2014,181.169998,183.330002,181.050003,182.860001,1588800
3870,VOO,10/31/2014,185.020004,185.050003,184.100006,184.929993,1946100
3871,VOO,11/3/2014,185.199997,185.619995,184.600006,185.039993,2270000
